date,home_team,away_team,tournament,p_home_win,p_draw,p_away_win,home_score,away_score,outcome,p_assigned_to_actual,predicted,correct
2026-06-11,Mexico,South Africa,FIFA World Cup,0.7785827203686749,0.1469534459650146,0.07446383366631047,2,0,H,0.7785827203686749,H,1
2026-06-11,South Korea,Czech Republic,FIFA World Cup,0.4879553477902967,0.23300967247787185,0.27903497973183145,2,1,H,0.4879553477902967,H,1
2026-06-12,Canada,Bosnia and Herzegovina,FIFA World Cup,0.7273130456013056,0.163491032799421,0.10919592159927338,1,1,D,0.163491032799421,H,0
2026-06-12,United States,Paraguay,FIFA World Cup,0.4372531521808879,0.24788127173754734,0.31486557608156474,4,1,H,0.4372531521808879,H,1
