edition,model,log_loss,brier,accuracy,ece
2014,baseline_rates,1.0588327604513843,0.6407442242471999,0.453125,0.026397583664872326
2014,elo_features,0.9636795636608099,0.5728664795917606,0.625,0.16695565378793015
2014,fixed_conservative_ensemble,0.9675559423004036,0.5768956309189195,0.609375,0.14558686180151856
2018,baseline_rates,1.0895929307706433,0.6639930883806023,0.390625,0.08757646565644006
2018,elo_features,0.9815053571499228,0.5853515954430446,0.546875,0.07817411242527905
2018,fixed_conservative_ensemble,0.9809952959206873,0.5856466601577313,0.53125,0.08034100321522214
2022,baseline_rates,1.0721349977312018,0.6495135457711732,0.4375,0.04276750330250989
2022,elo_features,1.035233356475779,0.6124739289400581,0.515625,0.11257006074352705
2022,fixed_conservative_ensemble,1.0387604462256377,0.6179878180886708,0.5,0.05831758438866527
