model,log_loss,brier,rps,accuracy,ece
elo_live_raw,1.0367518027576819,0.6103482976391754,0.21730565545315694,0.515625,0.07008627367879519
elo_live_temperature_calibrated,1.0503934550052216,0.6138268760871065,0.21878780794847785,0.515625,0.08405036735684135
